type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day,distance_from_home,is_abroad,isFraud
CASH_OUT,79.03,7041.17,6962.14,81560.51,81639.54,8,19.02,0,0
TRANSFER,280.36,30649.17,30368.809999999998,96213.1,96493.46,16,1.61,0,0
TRANSFER,474.81,61007.86,60533.05,669.04,1143.85,0,16.4,0,0
TRANSFER,228.88,97698.28,97469.4,98637.72,98866.6,9,4.72,0,0
CASH_OUT,221.34,54895.57,54674.23,85536.02,85757.36,12,11.98,0,0
CASH_IN,509.11,9359.91,8850.8,25108.68,25617.79,16,3.98,0,0
CASH_OUT,127.71,89132.16,89004.45,66471.48,66599.19,17,6.27,0,0
PAYMENT,168.01,23869.94,23701.93,61843.19,62011.200000000004,17,11.88,0,0
PAYMENT,157.76,24194.65,24036.890000000003,36631.18,36788.94,20,28.76,0,0
CASH_OUT,204.38,33376.24,33171.86,46517.26,46721.64,8,7.57,0,0
CASH_OUT,65.48,4357.765636616624,4292.285636616624,70466.88,70532.36,23,24.26,0,0
PAYMENT,220.59,8504.88,8284.289999999999,71822.15,72042.73999999999,10,13.33,0,0
CASH_IN,88.32,80692.63,80604.31,78468.5,78556.82,21,11.82,0,0
CASH_OUT,27.94,10161.22,10133.279999999999,4919.6,4947.54,10,48.37,0,0
TRANSFER,84.64,68916.45,68831.81,76767.0,76851.64,23,22.14,0,0
CASH_OUT,20.4,23761.72,23741.32,15065.72,15086.119999999999,17,1.41,0,0
PAYMENT,207.21,59504.42,59297.21,62603.43,62810.64,19,86.79,0,0
CASH_OUT,928.58,9487.54,8558.960000000001,59041.32,59969.9,13,14.07,0,0
PAYMENT,92.89,65891.35,65798.46,85919.62,86012.51,2,2.26,0,0
PAYMENT,40.9,16782.5,16741.6,25404.03,25444.93,7,45.39,0,0
CASH_OUT,138.0,33384.98,33246.98,74770.42,74908.42,1,14.72,0,0
CASH_OUT,72.33,95752.77,95680.44,36655.43,36727.76,1,26.84,0,0
PAYMENT,7.91,38701.03,38693.119999999995,74891.75,74899.66,11,17.64,0,0
CASH_IN,282.21,20368.4,20086.190000000002,11065.31,11347.519999999999,13,45.12,0,0
CASH_IN,150.98,49755.54,49604.56,38103.9,38254.880000000005,6,21.82,0,0
PAYMENT,67.0,70259.03,70192.03,10294.02,10361.02,12,19.51,0,0
PAYMENT,5052.26,9235.17,4182.91,15737.26,20789.52,6,19.68,0,0
CASH_IN,33.44,12253.11,12219.67,41756.85,41790.29,7,12.63,0,0
TRANSFER,116.1,31672.58,31556.480000000003,23087.17,23203.269999999997,13,87.89,0,0
TRANSFER,430.28,48935.67,48505.39,17.13,447.40999999999997,16,13.49,0,0
CASH_OUT,135.29,71431.94,71296.65000000001,44587.39,44722.68,8,2.72,0,0
CASH_IN,23.82,77280.61,77256.79,92485.16,92508.98000000001,16,2.96,0,0
PAYMENT,765.37,94268.57,93503.20000000001,28375.1,29140.469999999998,18,0.95,0,0
TRANSFER,124.18,164.36,40.18000000000001,0.0,124.18,14,300.25,0,1
DEBIT,306.48,50425.04,50118.56,76136.79,76443.26999999999,13,12.09,0,0
CASH_IN,196.41,93469.47,93273.06,53441.89,53638.3,11,12.76,0,0
CASH_OUT,757.93,98555.86,97797.93000000001,76306.66,77064.59,16,11.2,0,0
PAYMENT,32.75,21292.36,21259.61,96941.04,96973.79,12,15.57,0,0
TRANSFER,98.69,97152.23,97053.54,38104.56,38203.25,12,33.42,0,0
TRANSFER,1058.99,83188.38,82129.39,38390.23,39449.22,20,29.42,0,0
TRANSFER,103.18,87589.19,87486.01000000001,44976.44,45079.62,19,33.63,0,0
CASH_OUT,357.41,357.41,0.0,0.0,357.41,23,158.97,0,1
CASH_OUT,43.74,87450.38,87406.64,97356.93,97400.67,11,19.4,0,0
CASH_OUT,32.23,16906.4,16874.170000000002,35199.01,35231.240000000005,12,28.33,0,0
CASH_IN,3504.65,40681.19,37176.54,85163.31,88667.95999999999,10,31.82,0,0
PAYMENT,9.31,83832.66,83823.35,88506.48,88515.79,16,10.97,0,0
DEBIT,393.21,41024.14,40630.93,15222.47,15615.679999999998,17,14.74,0,0
PAYMENT,65.41,28222.7,28157.29,44498.37,44563.780000000006,20,13.7,0,0
CASH_IN,638.41,35523.11,34884.7,24333.69,24972.1,17,27.11,0,0
PAYMENT,94.47,51692.88,51598.409999999996,87495.14,87589.61,13,42.14,0,0
PAYMENT,389.67,45789.08,45399.41,84954.78,85344.45,18,35.65,0,0
PAYMENT,598.08,63406.0,62807.92,69156.53,69754.61,12,59.78,0,0
PAYMENT,177.63,76287.83,76110.2,66656.96,66834.59000000001,11,4.98,0,0
CASH_OUT,5.0,51089.24,51084.24,3084.44,3089.44,15,55.97,1,0
TRANSFER,178.08,68522.42,68344.34,33098.22,33276.3,3,10.26,0,0
PAYMENT,409.2,30891.08,30481.88,70864.96,71274.16,15,2.47,0,0
CASH_IN,3890.23,62923.53,59033.299999999996,22654.77,26545.0,10,15.28,0,0
CASH_OUT,97.66,38428.12,38330.46,16915.94,17013.6,9,25.87,0,0
PAYMENT,342.86,64874.77,64531.909999999996,69169.12,69511.98,17,24.27,0,0
CASH_OUT,170.34,83357.01,83186.67,50045.4,50215.74,1,16.03,0,0
PAYMENT,2740.61,65204.82,62464.21,1969.7,4710.31,10,2.65,0,0
PAYMENT,65.58,5023.79,4958.21,81511.04,81576.62,9,13.08,0,0
CASH_IN,92.8,26113.44,26020.64,24682.99,24775.79,17,13.32,0,0
CASH_OUT,466.59,77799.54,77332.95,51702.01,52168.6,14,32.96,0,0
CASH_IN,770.38,8129.8,7359.42,42231.27,43001.649999999994,16,5.49,0,0
CASH_IN,96.78,86715.41,86618.63,66784.6,66881.38,13,33.61,0,0
DEBIT,515.91,64655.71,64139.799999999996,90751.81,91267.72,11,27.98,0,0
TRANSFER,121.42,57752.01,57630.590000000004,11453.73,11575.15,14,0.5,0,0
CASH_IN,430.8,2156.1597161371205,1725.3597161371206,2230.15,2660.9500000000003,20,6.87,0,0
PAYMENT,420.75,9307.73,8886.98,74841.54,75262.29,13,24.07,0,0
PAYMENT,114.03,52662.93,52548.9,41596.5,41710.53,11,2.81,0,0
PAYMENT,1118.92,36084.4,34965.48,29292.11,30411.03,14,18.12,0,0
PAYMENT,185.71,55170.42,54984.71,98345.04,98530.75,17,17.92,0,0
PAYMENT,1672.65,74645.3,72972.65000000001,87630.37,89303.01999999999,17,8.12,0,0
PAYMENT,60.83,4872.643507325033,4811.813507325033,73894.07,73954.90000000001,11,53.01,0,0
CASH_OUT,550.96,16479.82,15928.86,36985.11,37536.07,16,1.65,0,0
PAYMENT,147.53,83375.19,83227.66,94782.98,94930.51,6,43.81,0,0
PAYMENT,14.35,91796.06,91781.70999999999,1265.85,1280.1999999999998,17,17.22,0,0
CASH_IN,699.37,20110.02,19410.65,71521.22,72220.59,16,13.26,0,0
CASH_OUT,499.71,99657.13,99157.42,91903.3,92403.01000000001,3,51.89,0,0
PAYMENT,175.03,95319.23,95144.2,2970.51,3145.5400000000004,14,19.52,0,0
CASH_OUT,251.81,43680.35,43428.54,39972.09,40223.899999999994,14,18.07,0,0
CASH_OUT,366.11,42876.67,42510.56,33261.04,33627.15,13,4.57,0,0
PAYMENT,1616.48,90378.57,88762.09000000001,2105.38,3721.86,11,4.18,0,0
DEBIT,98.96,1401.463211805849,1302.5032118058489,96198.6,96297.56000000001,7,36.76,0,0
CASH_IN,632.57,42699.18,42066.61,93525.14,94157.71,14,10.7,0,0
PAYMENT,19.14,47082.39,47063.25,92984.29,93003.43,4,19.13,0,0
PAYMENT,1101.74,47665.57,46563.83,71549.59,72651.33,18,0.88,0,0
CASH_OUT,67.97,58224.24,58156.27,35002.91,35070.880000000005,6,7.69,0,0
CASH_IN,186.99,11964.68,11777.69,26677.71,26864.7,15,27.65,0,0
CASH_OUT,83.34,88407.45,88324.11,3132.64,3215.98,8,16.26,0,0
CASH_OUT,16.26,55122.49,55106.229999999996,64683.68,64699.94,12,0.5,0,0
CASH_OUT,575.98,44917.52,44341.53999999999,77017.21,77593.19,15,38.17,0,0
PAYMENT,209.47,70687.93,70478.45999999999,91356.92,91566.39,16,21.49,0,0
DEBIT,6.74,91346.18,91339.43999999999,77094.29,77101.03,16,19.65,0,0
TRANSFER,211.3,18321.2,18109.9,26967.42,27178.719999999998,8,4.31,0,0
TRANSFER,932.22,53685.47,52753.25,52311.81,53244.03,7,3.34,0,0
TRANSFER,244.67,66633.29,66388.62,72860.09,73104.76,8,3.33,0,0
PAYMENT,73.84,40052.91,39979.07000000001,81877.79,81951.62999999999,15,10.03,0,0
PAYMENT,552.59,90391.35,89838.76000000001,2981.06,3533.65,18,19.84,0,0
CASH_OUT,171.68,94854.33,94682.65000000001,18759.44,18931.12,8,9.22,0,0
TRANSFER,34.45,7235.72,7201.27,57653.33,57687.78,9,15.46,0,0
PAYMENT,389.21,37114.29,36725.08,80645.83,81035.04000000001,11,9.53,0,0
PAYMENT,24.41,33602.3,33577.89,36401.72,36426.130000000005,8,11.06,0,0
PAYMENT,165.1,37113.26,36948.16,53153.66,53318.76,10,7.82,0,0
TRANSFER,79.35,59170.19,59090.840000000004,13962.63,14041.98,5,68.43,0,0
TRANSFER,251.35,42696.93,42445.58,84821.97,85073.32,18,25.2,0,0
CASH_OUT,95.73,50972.88,50877.149999999994,96054.73,96150.45999999999,11,12.14,0,0
TRANSFER,69.25,76.67,7.420000000000002,0.0,69.25,5,154.61,1,1
CASH_IN,26.38,87759.41,87733.03,17685.69,17712.07,14,23.8,0,0
CASH_OUT,1020.77,4534.37,3513.6,81866.38,82887.15000000001,17,24.65,0,0
TRANSFER,191.34,26838.7,26647.36,20391.89,20583.23,16,25.64,0,0
PAYMENT,43.99,61629.4,61585.41,64918.12,64962.11,19,38.96,0,0
TRANSFER,171.8,66226.35,66054.55,87223.72,87395.52,10,0.5,0,0
PAYMENT,199.3,12061.96,11862.66,98397.85,98597.15000000001,14,11.52,0,0
PAYMENT,41.53,86222.74,86181.21,62788.06,62829.59,11,18.91,0,0
PAYMENT,54.15,77142.25,77088.1,86607.25,86661.4,9,10.86,0,0
TRANSFER,346.75,65359.12,65012.37,61363.31,61710.06,5,4.48,0,0
DEBIT,1247.54,19604.79,18357.25,26241.26,27488.8,14,3.12,0,0
TRANSFER,111.49,72032.19,71920.7,15135.13,15246.619999999999,17,14.99,0,0
PAYMENT,52.53,71779.11,71726.58,95789.57,95842.1,14,4.14,0,0
CASH_OUT,83458.49,107938.9,24480.40999999999,200.0,83658.49,20,366.64,0,1
DEBIT,217.97,42956.26,42738.29,84612.6,84830.57,13,18.23,0,0
PAYMENT,962.13,99245.66,98283.53,91113.84,92075.97,10,21.21,0,0
CASH_OUT,41.98,62790.63,62748.649999999994,91492.3,91534.28,16,29.62,0,0
PAYMENT,22.99,27600.56,27577.57,87011.62,87034.61,10,4.35,0,0
PAYMENT,106.98,31557.66,31450.68,47682.46,47789.44,17,37.03,0,0
TRANSFER,70.97,9945.26,9874.29,35367.52,35438.49,8,21.53,0,0
PAYMENT,24.29,81049.09,81024.8,36784.72,36809.01,10,20.16,0,0
CASH_IN,15.21,91361.64,91346.43,68302.89,68318.1,11,24.62,0,0
CASH_IN,162.21,44901.02,44738.81,61249.13,61411.34,12,0.82,0,0
PAYMENT,124.21,75069.36,74945.15,45804.78,45928.99,17,8.68,0,0
PAYMENT,718.41,15050.32,14331.91,92170.72,92889.13,16,24.69,0,0
CASH_OUT,657.74,4723.12018901046,4065.3801890104605,81623.94,82281.68000000001,12,10.12,0,0
TRANSFER,155.09,74572.09,74417.0,79680.55,79835.64,9,11.25,0,0
CASH_IN,257.69,68059.89,67802.2,9163.85,9421.54,7,2.43,0,0
CASH_OUT,919.75,78395.96,77476.21,66924.65,67844.4,14,24.48,0,0
DEBIT,122.47,16010.87,15888.400000000001,62183.82,62306.29,10,18.74,0,0
CASH_OUT,283.96,96072.82,95788.86,34966.68,35250.64,8,9.42,0,0
CASH_IN,141.14,49591.5,49450.36,67361.72,67502.86,19,35.38,0,0
CASH_OUT,10.44,24548.88,24538.440000000002,10993.78,11004.220000000001,17,21.35,0,0
PAYMENT,90.66,9043.13,8952.47,31700.42,31791.079999999998,23,15.16,0,0
CASH_OUT,600.12,38090.52,37490.399999999994,87065.02,87665.14,9,3.81,0,0
PAYMENT,324.97,24449.73,24124.76,88072.46,88397.43000000001,16,6.45,0,0
CASH_OUT,344.54,62824.47,62479.93,54830.13,55174.67,13,19.31,0,0
PAYMENT,42.34,61215.03,61172.69,28123.5,28165.84,14,8.55,0,0
PAYMENT,22.5,95268.62,95246.12,46060.1,46082.6,11,13.88,0,0
PAYMENT,239.89,37612.29,37372.4,57176.43,57416.32,11,8.88,0,0
PAYMENT,1138.76,41967.68,40828.92,61371.45,62510.21,20,1.64,0,0
CASH_IN,78.05,95591.95,95513.9,17954.16,18032.21,2,18.3,0,0
TRANSFER,11.6,9655.65,9644.05,77216.79,77228.39,12,74.67,0,0
CASH_IN,2026.62,17139.07,15112.45,7007.87,9034.49,15,17.85,0,0
TRANSFER,83.3,62615.31,62532.009999999995,72867.99,72951.29000000001,7,40.7,0,0
TRANSFER,66.93,97153.42,97086.49,2322.52,2389.45,23,20.96,0,0
PAYMENT,317.77,65991.3,65673.53,90180.37,90498.14,12,33.56,0,0
CASH_IN,72.62,38704.88,38632.259999999995,53286.28,53358.9,15,0.5,0,0
PAYMENT,35.11,49221.44,49186.33,772.02,807.13,7,33.13,0,0
PAYMENT,23.44,30323.22,30299.780000000002,17118.2,17141.64,8,19.18,0,0
PAYMENT,412.45,3079.502609058521,2667.0526090585213,62824.83,63237.28,15,41.8,0,0
PAYMENT,96.62,31935.87,31839.25,57466.11,57562.73,2,2.81,0,0
PAYMENT,75.99,67336.19,67260.2,14153.25,14229.24,14,0.67,0,0
CASH_OUT,66.45,59989.84,59923.39,2311.46,2377.91,20,18.96,0,0
TRANSFER,188.44,47436.87,47248.43,77782.93,77971.37,9,14.82,0,0
PAYMENT,8.28,29362.57,29354.29,47419.61,47427.89,8,9.27,0,0
PAYMENT,5.0,9577.14,9572.14,40891.45,40896.45,10,2.98,0,0
CASH_OUT,197.47,42255.45,42057.979999999996,41125.29,41322.76,8,20.27,0,0
CASH_IN,22.13,1360.06,1337.9299999999998,46947.93,46970.06,8,20.2,0,0
CASH_OUT,95.41,41967.03,41871.619999999995,57109.19,57204.600000000006,7,0.5,0,0
CASH_OUT,303.11,19708.6,19405.489999999998,76924.53,77227.64,13,21.93,0,0
CASH_OUT,43996.66,43996.66,0.0,0.0,43996.66,12,136.88,0,1
PAYMENT,560.92,20021.05,19460.13,79687.04,80247.95999999999,19,32.33,0,0
PAYMENT,1697.99,3921.257928944944,2223.2679289449443,27254.3,28952.29,16,7.75,0,0
CASH_IN,267.32,57989.29,57721.97,61194.16,61461.48,17,9.25,0,0
CASH_OUT,1089.48,4619.58,3530.1,91605.69,92695.17,11,71.03,0,0
PAYMENT,99.92,24574.87,24474.95,86697.31,86797.23,18,20.09,0,0
PAYMENT,303.73,52925.41,52621.68,33883.87,34187.600000000006,19,7.69,0,0
TRANSFER,53.79,39180.33,39126.54,44881.77,44935.56,20,22.5,0,0
PAYMENT,41.73,37182.8,37141.07,91962.2,92003.93,23,14.5,0,0
CASH_OUT,238.41,35228.69,34990.28,55270.57,55508.98,9,10.03,0,0
TRANSFER,298.41,21217.41,20919.0,42543.95,42842.36,17,23.85,0,0
PAYMENT,37.78,11336.25,11298.47,52107.69,52145.47,10,59.25,0,0
DEBIT,754.83,3392.855296970139,2638.025296970139,62752.74,63507.57,17,93.8,0,0
TRANSFER,705.0,23540.96,22835.96,96645.87,97350.87,18,5.33,0,0
PAYMENT,470.84,53338.97,52868.130000000005,16269.85,16740.69,10,70.6,0,0
DEBIT,34.58,17759.52,17724.94,14324.82,14359.4,16,74.4,0,0
CASH_IN,71.79,74032.02,73960.23000000001,5393.4,5465.19,21,1.68,0,0
TRANSFER,365.08,92485.59,92120.51,86127.55,86492.63,17,7.77,0,0
CASH_OUT,51.71,36328.87,36277.16,28016.66,28068.37,7,0.5,0,0
CASH_IN,73.48,2176.555109518713,2103.075109518713,46504.9,46578.380000000005,9,9.75,0,0
PAYMENT,171.29,8995.73,8824.439999999999,15597.68,15768.970000000001,10,1.03,0,0
CASH_IN,99.24,83536.88,83437.64,440.96,540.1999999999999,3,40.59,0,0
PAYMENT,58.14,44921.78,44863.64,77855.09,77913.23,18,19.15,0,0
DEBIT,109.98,26643.58,26533.600000000002,94855.74,94965.72,17,14.64,0,0
PAYMENT,404.32,9384.47,8980.15,50862.48,51266.8,10,28.87,0,0
CASH_OUT,509.11,12050.96,11541.849999999999,10196.03,10705.140000000001,8,20.82,0,0
PAYMENT,133.25,9792.7,9659.45,87501.43,87634.68,9,3.64,0,0
PAYMENT,373.68,52682.52,52308.84,12285.0,12658.68,16,6.78,0,0
CASH_IN,104.52,19088.56,18984.04,94510.06,94614.58,6,0.89,0,0
PAYMENT,134.34,56116.81,55982.47,48076.26,48210.6,22,34.81,0,0
PAYMENT,61.86,61108.29,61046.43,6916.01,6977.87,9,16.95,0,0
PAYMENT,13.97,91092.4,91078.43,40198.47,40212.44,11,1.35,0,0
PAYMENT,75.0,14070.03,13995.03,5012.75,5087.75,17,15.58,0,0
PAYMENT,53.04,76371.66,76318.62000000001,60175.33,60228.37,12,1.53,0,0
TRANSFER,89.97,43864.8,43774.83,6268.49,6358.46,14,3.09,0,0
PAYMENT,26.05,96799.86,96773.81,46203.38,46229.43,9,20.87,0,0
DEBIT,15.54,26921.0,26905.46,25177.65,25193.190000000002,17,3.39,0,0
PAYMENT,115.56,77717.22,77601.66,22388.06,22503.620000000003,10,5.16,0,0
PAYMENT,556.28,96625.97,96069.69,99780.52,100336.8,18,5.07,0,0
DEBIT,71.41,54855.45,54784.03999999999,84130.42,84201.83,8,83.94,1,0
PAYMENT,13.95,10334.83,10320.88,34489.81,34503.759999999995,11,13.19,0,0
PAYMENT,162.09,99417.78,99255.69,18906.96,19069.05,15,21.3,1,0
CASH_IN,63.94,38194.22,38130.28,507.17,571.11,10,2.14,0,0
TRANSFER,86.62,76350.52,76263.90000000001,12098.63,12185.25,15,13.33,0,0
TRANSFER,72700.42,110613.12,37912.7,200.0,72900.42,16,70.86,1,1
CASH_OUT,134.04,95374.0,95239.96,75899.11,76033.15,12,58.26,0,0
CASH_OUT,89.46,36079.62,35990.16,29465.25,29554.71,7,6.91,0,0
PAYMENT,94.67,4324.1,4229.43,43905.94,44000.61,17,17.18,0,0
CASH_OUT,67.1,34677.14,34610.04,35659.36,35726.46,10,48.13,0,0
PAYMENT,115.22,55767.35,55652.13,36913.52,37028.74,6,38.19,0,0
CASH_IN,21.37,52449.07,52427.7,17596.37,17617.739999999998,8,26.33,0,0
CASH_OUT,2185.79,88906.22,86720.43000000001,11819.18,14004.970000000001,13,2.0,0,0
CASH_OUT,5.37,95347.52,95342.15000000001,33185.87,33191.240000000005,14,49.9,0,0
PAYMENT,776.39,80849.16,80072.77,33516.4,34292.79,22,16.88,0,0
TRANSFER,1322.32,80021.64,78699.31999999999,46080.07,47402.39,6,15.0,0,0
CASH_IN,88.69,87632.58,87543.89,59346.79,59435.48,15,25.7,0,0
CASH_IN,54.67,19338.9,19284.230000000003,21995.05,22049.719999999998,16,19.32,0,0
CASH_IN,80.91,68417.26,68336.34999999999,76163.4,76244.31,8,8.67,0,0
PAYMENT,74.61,47288.39,47213.78,72604.44,72679.05,18,1.66,0,0
CASH_IN,248.22,53507.82,53259.6,5337.75,5585.97,21,32.46,0,0
DEBIT,92.97,26104.33,26011.36,92283.62,92376.59,8,4.54,0,0
CASH_IN,160.29,23144.45,22984.16,44778.64,44938.93,7,25.38,0,0
PAYMENT,20.74,27379.75,27359.01,23564.86,23585.600000000002,17,2.94,0,0
TRANSFER,59.01,28852.31,28793.300000000003,90999.12,91058.12999999999,6,2.45,0,0
PAYMENT,355.03,96841.33,96486.3,27091.53,27446.559999999998,6,8.97,0,0
CASH_OUT,56.19,54982.15,54925.96,4829.84,4886.03,11,17.68,0,0
DEBIT,25.25,4180.45,4155.2,36410.43,36435.68,7,2.33,0,0
PAYMENT,177.34,52286.09,52108.75,65667.03,65844.37,19,90.1,0,0
PAYMENT,39.47,52344.3,52304.83,68908.16,68947.63,12,17.4,0,0
CASH_IN,318.0,51985.19,51667.19,32147.53,32465.53,18,0.5,0,0
CASH_IN,14.05,68123.66,68109.61,22240.54,22254.59,12,5.54,0,0
CASH_OUT,89.36,63283.41,63194.05,58372.93,58462.29,9,37.91,0,0
PAYMENT,146.54,74929.84,74783.3,68753.47,68900.01,6,115.15,0,0
PAYMENT,61.26,19787.74,19726.480000000003,83442.63,83503.89,19,13.76,0,0
CASH_OUT,370.2,77732.26,77362.06,29738.4,30108.600000000002,17,12.19,0,0
CASH_OUT,11.13,8980.42,8969.29,1268.53,1279.66,12,46.63,0,0
PAYMENT,75.12,55473.77,55398.649999999994,78381.94,78457.06,12,8.58,0,0
DEBIT,330.56,6536.0,6205.44,37643.45,37974.009999999995,8,14.21,0,0
CASH_OUT,15.23,50921.09,50905.85999999999,45035.69,45050.920000000006,6,17.83,0,0
PAYMENT,69.97,47301.63,47231.659999999996,50208.47,50278.44,9,16.35,1,0
PAYMENT,4783.42,65934.74,61151.32000000001,2246.21,7029.63,14,0.5,0,0
PAYMENT,260.53,298.78,38.25,200.0,460.53,4,91.64,0,1
PAYMENT,767.68,87477.79,86710.11,64694.21,65461.89,18,18.99,0,0
PAYMENT,367.09,84352.84,83985.75,40210.43,40577.52,15,20.31,0,0
TRANSFER,48.2,56685.55,56637.350000000006,69650.33,69698.53,11,52.1,0,0
PAYMENT,33.39,88585.87,88552.48,95194.41,95227.8,18,11.88,0,0
DEBIT,180.78,8306.67,8125.89,25502.09,25682.87,0,52.2,0,0
CASH_OUT,46.81,65031.52,64984.71,44407.97,44454.78,17,29.36,0,0
PAYMENT,157.25,91700.94,91543.69,195.17,352.41999999999996,18,38.38,0,0
CASH_IN,388.73,46779.88,46391.149999999994,90662.66,91051.39,14,7.97,0,0
DEBIT,191.81,14288.3,14096.49,48038.71,48230.52,16,9.19,0,0
PAYMENT,503.17,36929.74,36426.57,36010.37,36513.54,14,15.03,0,0
PAYMENT,300.65,90849.18,90548.53,20791.51,21092.16,23,3.09,0,0
PAYMENT,205.27,13129.24,12923.97,64885.22,65090.49,8,35.13,0,0
CASH_IN,258.88,57904.69,57645.810000000005,50632.44,50891.32,19,0.98,0,0
PAYMENT,2188.86,48486.66,46297.8,96054.37,98243.23,16,2.74,0,0
CASH_OUT,77.63,67571.92,67494.29,44886.41,44964.04,18,2.38,0,0
CASH_OUT,2566.91,6554.3684180465425,3987.4584180465426,38459.76,41026.67,9,1.14,0,0
CASH_IN,114.29,28086.9,27972.61,43749.58,43863.87,6,7.5,0,0
CASH_OUT,28.83,90775.99,90747.16,54293.07,54321.9,9,5.78,0,0
TRANSFER,29.35,5162.65,5133.299999999999,96844.26,96873.61,18,8.7,0,0
CASH_OUT,28.61,83270.93,83242.31999999999,44756.85,44785.46,5,1.62,0,0
CASH_OUT,41.44,35763.75,35722.31,90941.88,90983.32,3,8.57,0,0
CASH_OUT,93.4,69215.73,69122.33,58150.45,58243.85,13,32.26,0,0
CASH_OUT,152.46,64178.93,64026.47,82770.13,82922.59000000001,4,7.71,1,0
PAYMENT,141.32,15872.2,15730.880000000001,18661.36,18802.68,12,25.7,0,0
PAYMENT,305.6,83359.97,83054.37,68205.21,68510.81000000001,6,15.6,0,0
PAYMENT,79.44,69863.49,69784.05,20154.83,20234.27,9,11.61,0,0
CASH_IN,29.55,29012.16,28982.61,61620.79,61650.340000000004,18,55.33,0,0
CASH_OUT,249.31,62550.96,62301.65,1562.65,1811.96,16,70.35,0,0
CASH_OUT,35.73,41175.18,41139.45,90057.49,90093.22,17,34.04,0,0
DEBIT,109.13,93158.85,93049.72,40411.55,40520.68,9,5.27,0,0
DEBIT,3418.16,89637.71,86219.55,79532.24,82950.40000000001,18,1.44,0,0
PAYMENT,182.57,13766.08,13583.51,99030.98,99213.55,16,2.26,0,0
PAYMENT,626.33,99058.31,98431.98,81417.67,82044.0,8,39.54,0,0
CASH_IN,28.37,20469.8,20441.43,93519.09,93547.45999999999,16,31.76,0,0
PAYMENT,161.0,63862.89,63701.89,65537.51,65698.51,12,21.06,0,0
PAYMENT,895.8,78402.08,77506.28,7271.33,8167.13,9,41.61,0,0
PAYMENT,67.84,87768.92,87701.08,71346.62,71414.45999999999,18,0.65,1,0
CASH_IN,51.81,33684.43,33632.62,63033.92,63085.729999999996,5,10.67,0,0
DEBIT,463.76,45864.05,45400.29,96020.22,96483.98,14,13.01,0,0
PAYMENT,1192.0,37076.67,35884.67,64387.81,65579.81,8,27.49,0,0
PAYMENT,93.81,53418.02,53324.21,66339.54,66433.34999999999,17,14.71,0,0
TRANSFER,72.27,82204.66,82132.39,45695.54,45767.81,18,24.8,0,0
PAYMENT,230.11,83078.55,82848.44,22759.34,22989.45,10,2.81,0,0
TRANSFER,55.73,85101.17,85045.44,93028.28,93084.01,10,35.5,0,0
CASH_IN,209.08,60328.79,60119.71,81963.5,82172.58,13,7.68,0,0
CASH_OUT,22.39,98922.45,98900.06,46846.3,46868.69,19,30.89,0,0
CASH_IN,542.67,99391.43,98848.76,48626.49,49169.159999999996,11,4.74,0,0
CASH_IN,72.56,31530.4,31457.84,44687.56,44760.119999999995,7,5.21,0,0
CASH_OUT,564.44,61225.05,60660.61,958.87,1523.31,18,13.15,0,0
PAYMENT,43.93,32197.54,32153.61,8388.14,8432.07,17,8.0,0,0
TRANSFER,112.63,64578.26,64465.630000000005,65689.13,65801.76000000001,7,0.5,0,0
CASH_OUT,77355.97,77355.97,0.0,200.0,77555.97,2,467.52,1,1
TRANSFER,409.86,63233.88,62824.02,26263.82,26673.68,9,15.88,0,0
CASH_OUT,455.89,59609.68,59153.79,20715.63,21171.52,17,22.64,0,0
CASH_OUT,291.45,94745.05,94453.6,73984.22,74275.67,3,14.01,0,0
TRANSFER,187.46,13774.66,13587.2,76593.96,76781.42000000001,18,11.08,0,0
CASH_OUT,669.35,16946.26,16276.909999999998,60990.45,61659.799999999996,10,6.75,0,0
CASH_OUT,13380.1,82325.79,68945.68999999999,9675.49,23055.59,17,3.69,0,0
PAYMENT,57.61,23650.69,23593.079999999998,27058.72,27116.33,16,36.69,0,0
TRANSFER,207.26,63567.61,63360.35,42585.99,42793.25,8,3.38,0,0
PAYMENT,175.41,68602.73,68427.31999999999,13279.46,13454.869999999999,10,14.38,0,0
PAYMENT,43.05,84481.22,84438.17,49255.08,49298.130000000005,14,4.12,0,0
TRANSFER,491.96,18782.07,18290.11,78199.26,78691.22,18,16.92,0,0
PAYMENT,142.41,50423.1,50280.689999999995,24904.67,25047.079999999998,8,13.12,0,0
CASH_OUT,326.71,99492.03,99165.31999999999,67282.72,67609.43000000001,18,0.5,0,0
PAYMENT,2200.19,98259.2,96059.01,53974.91,56175.100000000006,15,24.46,0,0
PAYMENT,11.97,37883.86,37871.89,92124.64,92136.61,16,39.69,0,0
PAYMENT,233.42,71238.15,71004.73,73706.74,73940.16,18,41.39,0,0
CASH_IN,259.96,97355.42,97095.45999999999,16796.49,17056.45,8,32.12,0,0
TRANSFER,150.47,47833.15,47682.68,4428.45,4578.92,13,0.79,0,0
CASH_OUT,68.27,55666.54,55598.270000000004,75523.19,75591.46,18,8.1,0,0
CASH_OUT,170.58,59910.26,59739.68,78561.26,78731.84,7,14.24,0,0
PAYMENT,29.78,86620.4,86590.62,67893.3,67923.08,15,6.16,0,0
CASH_IN,1282.79,36245.89,34963.1,44582.93,45865.72,9,32.56,0,0
